text,category,doc_id,cleaned_text,tokens,preprocessed_text,processed_text,cluster
"     Digitally-tuned shorwave radio with alarm clock and 5 presets per band.
       Has AM, FM, SW1, and SW2 bands.   Asking $25 + shppg.
         Reply for more details.    Thanks      Pete 3mwieu4@cmuvm.cmich.edu
",misc.forsale,doc_0162,"Digitally-tuned shorwave radio with alarm clock and 5 presets per band. Has AM, FM, SW1, and SW2 bands. Asking $25 + shppg. Reply for more details. Thanks Pete 3mwieu4@cmuvm.cmich.edu","['shorwave', 'radio', 'alarm', 'clock', 'presets', 'per', 'band', 'band', 'asking', 'shppg', 'reply', 'detail', 'thanks', 'pete']",shorwave radio alarm clock presets per band band asking shppg reply detail thanks pete,shorwave radio alarm clock presets per band band asking shppg reply detail thanks pete,18
"# #The article also contains numbers on the number of sexual partners.
# #The median number of sexual partners for all men 20-39 was 7.3.
# #Compared to the table I have already posted from Masters, Johnson,
# #and Kolodny showing male homosexual partners, it is apparent that
# #homosexual men are dramatically more promiscuous than the general
# #male population.  It's a shame that we don't have a breakdown for
# #straight men vs. gay/bi men -- that would show even more dramatically
# #how much more promiscuous gay/bi men are.
# 
# Possibly because gay/bi men are less likely to get married?

Marriage isn't a requirement for a couple staying together.

# What was the purpose of this post?  If it was to show a mindless obsession
# with statistics, an incredibly flawed system of reasoning, and a repellent
# hatemonger agenda, then the purpose was accomplished with panache.
# 
# (a) Get a clue.  (b) Get a life.  (c) Get out of my face.  I'm not in yours.
# 
# ----bi    Andrew D. Simchik					SCHNOPIA!

Yes you are.  When you and the rest of the homosexual community
pass laws to impose your moral codes on me, by requiring me to
hire, rent to, or otherwise associate with a homosexual against
my will, yes, you are in my face.  Until homosexuals stop trying
to impose their morals on me, I will be in your face about this.",talk.politics.misc,doc_0163,"# #The article also contains numbers on the number of sexual partners. # #The median number of sexual partners for all men 20-39 was 7.3. # #Compared to the table I have already posted from Masters, Johnson, # #and Kolodny showing male homosexual partners, it is apparent that # #homosexual men are dramatically more promiscuous than the general # #male population. It's a shame that we don't have a breakdown for # #straight men vs. gay/bi men -- that would show even more dramatically # #how much more promiscuous gay/bi men are. # # Possibly because gay/bi men are less likely to get married? Marriage isn't a requirement for a couple staying together. # What was the purpose of this post? If it was to show a mindless obsession # with statistics, an incredibly flawed system of reasoning, and a repellent # hatemonger agenda, then the purpose was accomplished with panache. # # (a) Get a clue. (b) Get a life. (c) Get out of my face. I'm not in yours. # # ----bi Andrew D. Simchik SCHNOPIA! Yes you are. When you and the rest of the homosexual community pass laws to impose your moral codes on me, by requiring me to hire, rent to, or otherwise associate with a homosexual against my will, yes, you are in my face. Until homosexuals stop trying to impose their morals on me, I will be in your face about this.","['article', 'also', 'contains', 'number', 'number', 'sexual', 'partner', 'median', 'number', 'sexual', 'partner', 'men', 'compared', 'table', 'already', 'posted', 'master', 'johnson', 'kolodny', 'showing', 'male', 'homosexual', 'partner', 'apparent', 'homosexual', 'men', 'dramatically', 'promiscuous', 'general', 'male', 'population', 'shame', 'breakdown', 'straight', 'men', 'men', 'would', 'show', 'even', 'dramatically', 'much', 'promiscuous', 'men', 'possibly', 'men', 'less', 'likely', 'get', 'married', 'marriage', 'requirement', 'couple', 'staying', 'together', 'purpose', 'post', 'show', 'mindless', 'obsession', 'statistic', 'incredibly', 'flawed', 'system', 'reasoning', 'repellent', 'hatemonger', 'agenda', 'purpose', 'accomplished', 'panache', 'get', 'clue', 'get', 'life', 'get', 'face', 'andrew', 'simchik', 'schnopia', 'yes', 'rest', 'homosexual', 'community', 'pas', 'law', 'impose', 'moral', 'code', 'requiring', 'hire', 'rent', 'otherwise', 'associate', 'homosexual', 'yes', 'face', 'homosexual', 'stop', 'trying', 'impose', 'moral', 'face']",article also contains number number sexual partner median number sexual partner men compared table already posted master johnson kolodny showing male homosexual partner apparent homosexual men dramatically promiscuous general male population shame breakdown straight men men would show even dramatically much promiscuous men possibly men less likely get married marriage requirement couple staying together purpose post show mindless obsession statistic incredibly flawed system reasoning repellent hatemonger agenda purpose accomplished panache get clue get life get face andrew simchik schnopia yes rest homosexual community pas law impose moral code requiring hire rent otherwise associate homosexual yes face homosexual stop trying impose moral face,article also contains number number sexual partner median number sexual partner men compared table already posted master johnson kolodny showing male homosexual partner apparent homosexual men dramatically promiscuous general male population shame breakdown straight men men would show even dramatically much promiscuous men possibly men less likely get married marriage requirement couple staying together purpose post show mindless obsession statistic incredibly flawed system reasoning repellent hatemonger agenda purpose accomplished panache get clue get life get face andrew simchik schnopia yes rest homosexual community pas law impose moral code requiring hire rent otherwise associate homosexual yes face homosexual stop trying impose moral face,7
"

If anybody is having problems following the thread be sure to ask the
origonal poster to rectify your misunderstanding.",rec.sport.hockey,doc_0164,If anybody is having problems following the thread be sure to ask the origonal poster to rectify your misunderstanding.,"['anybody', 'problem', 'following', 'thread', 'sure', 'ask', 'origonal', 'poster', 'rectify', 'misunderstanding']",anybody problem following thread sure ask origonal poster rectify misunderstanding,anybody problem following thread sure ask origonal poster rectify misunderstanding,6
"I am looking for Super 8mm Projector with SOUNDS.
If anybody out there has one for sale, semd email with 
the name of brand, condition of projector, and price for
sale to kimd@rpi.edu
(IT MUST HAVE SOUND CAPABILITY)",misc.forsale,doc_0165,"I am looking for Super 8mm Projector with SOUNDS. If anybody out there has one for sale, semd email with the name of brand, condition of projector, and price for sale to kimd@rpi.edu (IT MUST HAVE SOUND CAPABILITY)","['looking', 'super', 'projector', 'sound', 'anybody', 'one', 'sale', 'semd', 'email', 'name', 'brand', 'condition', 'projector', 'price', 'sale', 'kimd', 'must', 'sound', 'capability']",looking super projector sound anybody one sale semd email name brand condition projector price sale kimd must sound capability,looking super projector sound anybody one sale semd email name brand condition projector price sale kimd must sound capability,14
"
Kevin Todd is an Oiler and has been one for months. How closely do you follow
the Devils, anyway? Jeez....",rec.sport.hockey,doc_0166,"Kevin Todd is an Oiler and has been one for months. How closely do you follow the Devils, anyway? Jeez....","['kevin', 'todd', 'oiler', 'one', 'month', 'closely', 'follow', 'devil', 'anyway', 'jeez']",kevin todd oiler one month closely follow devil anyway jeez,kevin todd oiler one month closely follow devil anyway jeez,3
"Hi folks
Thanks to the ones that replied, however, my problem turned out
to be very simple.

In my .Xresources I had a space after XTerm*font:   10x20.
Removing this and xrdb fixed my problem.

Also, same symptom, was that some of my users did not have the
proper capitals for XTerm*font.

Thanks again",comp.windows.x,doc_0167,"Hi folks Thanks to the ones that replied, however, my problem turned out to be very simple. In my .Xresources I had a space after XTerm*font: 10x20. Removing this and xrdb fixed my problem. Also, same symptom, was that some of my users did not have the proper capitals for XTerm*font. Thanks again","['folk', 'thanks', 'one', 'replied', 'however', 'problem', 'turned', 'simple', 'space', 'xterm', 'font', 'removing', 'xrdb', 'fixed', 'problem', 'also', 'symptom', 'user', 'proper', 'capital', 'xterm', 'font', 'thanks']",folk thanks one replied however problem turned simple space xterm font removing xrdb fixed problem also symptom user proper capital xterm font thanks,folk thanks one replied however problem turned simple space xterm font removing xrdb fixed problem also symptom user proper capital xterm font thanks,6
"Could you post a description of ObjectBase, your chosen
product.",comp.os.ms-windows.misc,doc_0168,"Could you post a description of ObjectBase, your chosen product.","['could', 'post', 'description', 'objectbase', 'chosen', 'product']",could post description objectbase chosen product,could post description objectbase chosen product,6
"
Who knows in this legal climate, but there is tremendous legal precendent
for forcibly quarantining TB patients in sanitariums.  100 yrs ago
it was done all the time.  It has been done sporadically all along
in patients who won't take their medicine.  If you have TB you
may find yourself under surveilence of the Public Health Department
and you may find they have the legal power to insist you make your
clinic visits.
-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",sci.med,doc_0169,"Who knows in this legal climate, but there is tremendous legal precendent for forcibly quarantining TB patients in sanitariums. 100 yrs ago it was done all the time. It has been done sporadically all along in patients who won't take their medicine. If you have TB you may find yourself under surveilence of the Public Health Department and you may find they have the legal power to insist you make your clinic visits. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon.""","['know', 'legal', 'climate', 'tremendous', 'legal', 'precendent', 'forcibly', 'quarantining', 'patient', 'sanitarium', 'yr', 'ago', 'done', 'time', 'done', 'sporadically', 'along', 'patient', 'take', 'medicine', 'may', 'find', 'surveilence', 'public', 'health', 'department', 'may', 'find', 'legal', 'power', 'insist', 'make', 'clinic', 'visit', 'gordon', 'bank', 'skepticism', 'chastity', 'intellect', 'geb', 'shameful', 'surrender', 'soon']",know legal climate tremendous legal precendent forcibly quarantining patient sanitarium yr ago done time done sporadically along patient take medicine may find surveilence public health department may find legal power insist make clinic visit gordon bank skepticism chastity intellect geb shameful surrender soon,know legal climate tremendous legal precendent forcibly quarantining patient sanitarium yr ago done time done sporadically along patient take medicine may find surveilence public health department may find legal power insist make clinic visit gordon bank skepticism chastity intellect geb shameful surrender soon,1
"
No rumour, IBM's clock tripling chip was seen in some trade show last
fall (COMDEX or something, I wasn't there). All you people who are
drooling after this chip do realize that it has no FPU, just like
486SX, that Evil Marketing Ploy(tm) from Intel, don't you? It has 16K
of internal cache, which probably is where the saved silicon real
estate went. Because of some contract, IBM is not allowed to sell its
486 chips to third parties, so these chips are unlikely to become
available in any non-IBM machines. Of course, nothing prevents other
companies from implementing a DX3/99, but nobody hasn't even come out
with a real 486DX (FPU and all) clone yet (although AMD soon will).",comp.sys.ibm.pc.hardware,doc_0170,"No rumour, IBM's clock tripling chip was seen in some trade show last fall (COMDEX or something, I wasn't there). All you people who are drooling after this chip do realize that it has no FPU, just like 486SX, that Evil Marketing Ploy(tm) from Intel, don't you? It has 16K of internal cache, which probably is where the saved silicon real estate went. Because of some contract, IBM is not allowed to sell its 486 chips to third parties, so these chips are unlikely to become available in any non-IBM machines. Of course, nothing prevents other companies from implementing a DX3/99, but nobody hasn't even come out with a real 486DX (FPU and all) clone yet (although AMD soon will).","['rumour', 'ibm', 'clock', 'tripling', 'chip', 'seen', 'trade', 'show', 'last', 'fall', 'comdex', 'something', 'people', 'drooling', 'chip', 'realize', 'fpu', 'like', 'evil', 'marketing', 'ploy', 'intel', 'internal', 'cache', 'probably', 'saved', 'silicon', 'real', 'estate', 'went', 'contract', 'ibm', 'allowed', 'sell', 'chip', 'third', 'party', 'chip', 'unlikely', 'become', 'available', 'machine', 'course', 'nothing', 'prevents', 'company', 'implementing', 'nobody', 'even', 'come', 'real', 'fpu', 'clone', 'yet', 'although', 'amd', 'soon']",rumour ibm clock tripling chip seen trade show last fall comdex something people drooling chip realize fpu like evil marketing ploy intel internal cache probably saved silicon real estate went contract ibm allowed sell chip third party chip unlikely become available machine course nothing prevents company implementing nobody even come real fpu clone yet although amd soon,rumour ibm clock tripling chip seen trade show last fall comdex something people drooling chip realize fpu like evil marketing ploy intel internal cache probably saved silicon real estate went contract ibm allowed sell chip third party chip unlikely become available machine course nothing prevents company implementing nobody even come real fpu clone yet although amd soon,7
"


Avery was the #2 overall pick by the Braves, behind Mark Lewis (I think) in
1988.  John Smoltz came over to the Braves from the Tigers, but was developed
by the Braves.  Jeff Blauser isn't a bad player.
-- 
Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Baseball fanatic",rec.sport.baseball,doc_0171,"Avery was the #2 overall pick by the Braves, behind Mark Lewis (I think) in 1988. John Smoltz came over to the Braves from the Tigers, but was developed by the Braves. Jeff Blauser isn't a bad player. -- Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Baseball fanatic","['avery', 'overall', 'pick', 'brave', 'behind', 'mark', 'lewis', 'think', 'john', 'smoltz', 'came', 'brave', 'tiger', 'developed', 'brave', 'jeff', 'blauser', 'bad', 'player', 'dale', 'stephenson', 'steph', 'baseball', 'fanatic']",avery overall pick brave behind mark lewis think john smoltz came brave tiger developed brave jeff blauser bad player dale stephenson steph baseball fanatic,avery overall pick brave behind mark lewis think john smoltz came brave tiger developed brave jeff blauser bad player dale stephenson steph baseball fanatic,3
"


A.  Folks, do we have an FAQ on tinnitus yet?

B.  As a lo-o-o-ong time sufferer of tinnitus and as a neuroscientist
who has looked over the literature carefully I believe the following
are reasonable conclusions:

1. Millions of people suffer from chronic tinnitus.
2. The cause it not understood.
3. There is no accepted treatment that cures it.
4. Some experimental treatments may have helped some people a bit, but
there have be no reports--even anecdotal--of massive good results with
any of these experimental drugs.
5. Some people with chronic loud tinnitus use noise blocking to get to sleep.
6. Sudden onset loud tinnitus can be caused by injuries and sometimes
abates or goes away after a few months.
7. Aspirin is well known to exacerbate tinnitus in some people.
8. There is a national association of tinnitus sufferers in the US.
9. One usually gets used to it.  Especially when concentrating on
something else the tinnitus becomes unnoticed.
10.  Stress and lack of sleep make tinnitus more annoying, sometimes.
11.  I'm sure those of us who have it wish there was a cure, but there
is not.",sci.med,doc_0172,"A. Folks, do we have an FAQ on tinnitus yet? B. As a lo-o-o-ong time sufferer of tinnitus and as a neuroscientist who has looked over the literature carefully I believe the following are reasonable conclusions: 1. Millions of people suffer from chronic tinnitus. 2. The cause it not understood. 3. There is no accepted treatment that cures it. 4. Some experimental treatments may have helped some people a bit, but there have be no reports--even anecdotal--of massive good results with any of these experimental drugs. 5. Some people with chronic loud tinnitus use noise blocking to get to sleep. 6. Sudden onset loud tinnitus can be caused by injuries and sometimes abates or goes away after a few months. 7. Aspirin is well known to exacerbate tinnitus in some people. 8. There is a national association of tinnitus sufferers in the US. 9. One usually gets used to it. Especially when concentrating on something else the tinnitus becomes unnoticed. 10. Stress and lack of sleep make tinnitus more annoying, sometimes. 11. I'm sure those of us who have it wish there was a cure, but there is not.","['folk', 'faq', 'tinnitus', 'yet', 'time', 'sufferer', 'tinnitus', 'neuroscientist', 'looked', 'literature', 'carefully', 'believe', 'following', 'reasonable', 'conclusion', 'million', 'people', 'suffer', 'chronic', 'tinnitus', 'cause', 'understood', 'accepted', 'treatment', 'cure', 'experimental', 'treatment', 'may', 'helped', 'people', 'bit', 'report', 'even', 'anecdotal', 'massive', 'good', 'result', 'experimental', 'drug', 'people', 'chronic', 'loud', 'tinnitus', 'use', 'noise', 'blocking', 'get', 'sleep', 'sudden', 'onset', 'loud', 'tinnitus', 'caused', 'injury', 'sometimes', 'abates', 'go', 'away', 'month', 'aspirin', 'well', 'known', 'exacerbate', 'tinnitus', 'people', 'national', 'association', 'tinnitus', 'sufferer', 'one', 'usually', 'get', 'used', 'especially', 'concentrating', 'something', 'else', 'tinnitus', 'becomes', 'unnoticed', 'stress', 'lack', 'sleep', 'make', 'tinnitus', 'annoying', 'sometimes', 'sure', 'wish', 'cure']",folk faq tinnitus yet time sufferer tinnitus neuroscientist looked literature carefully believe following reasonable conclusion million people suffer chronic tinnitus cause understood accepted treatment cure experimental treatment may helped people bit report even anecdotal massive good result experimental drug people chronic loud tinnitus use noise blocking get sleep sudden onset loud tinnitus caused injury sometimes abates go away month aspirin well known exacerbate tinnitus people national association tinnitus sufferer one usually get used especially concentrating something else tinnitus becomes unnoticed stress lack sleep make tinnitus annoying sometimes sure wish cure,folk faq tinnitus yet time sufferer tinnitus neuroscientist looked literature carefully believe following reasonable conclusion million people suffer chronic tinnitus cause understood accepted treatment cure experimental treatment may helped people bit report even anecdotal massive good result experimental drug people chronic loud tinnitus use noise blocking get sleep sudden onset loud tinnitus caused injury sometimes abates go away month aspirin well known exacerbate tinnitus people national association tinnitus sufferer one usually get used especially concentrating something else tinnitus becomes unnoticed stress lack sleep make tinnitus annoying sometimes sure wish cure,7
"
Right. So all the cops will be buying antique muscle cars for chase cars;
otherwise the *police* cars will die too!

-----------------------------------------------------------------------
                    | To get the attention of a large animal, be it an
                    | elephant or a bureaucracy, it helps to know what
George Patterson -  | part of it feels pain. Be very sure, though, that
                    | you want its full attention.
                    |                            Kelvin Throop",sci.electronics,doc_0173,"Right. So all the cops will be buying antique muscle cars for chase cars; otherwise the *police* cars will die too! ----------------------------------------------------------------------- | To get the attention of a large animal, be it an | elephant or a bureaucracy, it helps to know what George Patterson - | part of it feels pain. Be very sure, though, that | you want its full attention. | Kelvin Throop","['right', 'cop', 'buying', 'antique', 'muscle', 'car', 'chase', 'car', 'otherwise', 'police', 'car', 'die', 'get', 'attention', 'large', 'animal', 'elephant', 'bureaucracy', 'help', 'know', 'george', 'patterson', 'part', 'feel', 'pain', 'sure', 'though', 'want', 'full', 'attention', 'kelvin', 'throop']",right cop buying antique muscle car chase car otherwise police car die get attention large animal elephant bureaucracy help know george patterson part feel pain sure though want full attention kelvin throop,right cop buying antique muscle car chase car otherwise police car die get attention large animal elephant bureaucracy help know george patterson part feel pain sure though want full attention kelvin throop,7
"
   Newsgroups: sci.med
   Path: news.larc.nasa.gov!saimiri.primate.wisc.edu!zaphod.mps.ohio-state.edu!uwm.edu!cs.utexas.edu!uunet!think.com!hsdndev!spdcc!dyer
   From: dyer@spdcc.com (Steve Dyer)
   Organization: S.P. Dyer Computer Consulting, Cambridge MA
   References: <20996.3049.uupcb@factory.com> <79727@cup.portal.com>
   Date: Sat, 17 Apr 1993 18:43:05 GMT
   Lines: 18

   >I remember hearing a few years back about a new therapy for hyperactivity
   >which involved aggressively eliminating artificial coloring and flavoring
   >from the diet.  The theory -- which was backed up by interesting anecdotal
   >results -- is that certain people are just way more sensitive to these
   >chemicals than other people.  I don't remember any connection being made
   >with seizures, but it certainly couldn't hurt to try an all-natural diet.

   Yeah, the ""Feingold Diet"" is a load of crap.  Children diagnosed with ADD
   who are placed on this diet show no improvement in their intellectual and
   social skills, which in fact continue to decline.  Of course, the parents
   who are enthusiastic about this approach lap it up at the expense of their
   children's development.  So much for the value of ""interesting anecdotal
   results"".  People will believe anything if they want to.

   -- 
   Steve Dyer
   dyer@ursa-major.spdcc.com aka {ima,harvard,rayssd,linus,m2c}!spdcc!dyer


Thanks for all the interest in this problem of mine. I don't think it
is a reaction to sugar or junk food per se since Kathryn has never shown
any signs of hyperactivity or changes in behavior in response to food.
She has always been very calm and dare I say, a neat, smart kid.

The fact that this happened while eating two sugar coated cereals made
by Kellog's makes me think she might be having an allergic reaction to
something in the coating or the cereals.  Of the four of us in our
immediate family, Kathryn shows the least signs of the hay fever, running
nose, itchy eyes, etc. but we have a lot of allergies in our family history
including some weird food allergies - nuts, mushrooms. 

Anyway, our next trip is to an endocrinologist to check out the body
chemistry.  But so far, no more sugar coated cereals and no more seizures
either.  Every day that goes by without one makes me heave a sigh of
relief.  Thanks again.
",sci.med,doc_0174,"Newsgroups: sci.med Path: news.larc.nasa.gov!saimiri.primate.wisc.edu!zaphod.mps.ohio-state.edu!uwm.edu!cs.utexas.edu!uunet!think.com!hsdndev!spdcc!dyer From: dyer@spdcc.com (Steve Dyer) Organization: S.P. Dyer Computer Consulting, Cambridge MA References: <20996.3049.uupcb@factory.com> <79727@cup.portal.com> Date: Sat, 17 Apr 1993 18:43:05 GMT Lines: 18 >I remember hearing a few years back about a new therapy for hyperactivity >which involved aggressively eliminating artificial coloring and flavoring >from the diet. The theory -- which was backed up by interesting anecdotal >results -- is that certain people are just way more sensitive to these >chemicals than other people. I don't remember any connection being made >with seizures, but it certainly couldn't hurt to try an all-natural diet. Yeah, the ""Feingold Diet"" is a load of crap. Children diagnosed with ADD who are placed on this diet show no improvement in their intellectual and social skills, which in fact continue to decline. Of course, the parents who are enthusiastic about this approach lap it up at the expense of their children's development. So much for the value of ""interesting anecdotal results"". People will believe anything if they want to. -- Steve Dyer dyer@ursa-major.spdcc.com aka {ima,harvard,rayssd,linus,m2c}!spdcc!dyer Thanks for all the interest in this problem of mine. I don't think it is a reaction to sugar or junk food per se since Kathryn has never shown any signs of hyperactivity or changes in behavior in response to food. She has always been very calm and dare I say, a neat, smart kid. The fact that this happened while eating two sugar coated cereals made by Kellog's makes me think she might be having an allergic reaction to something in the coating or the cereals. Of the four of us in our immediate family, Kathryn shows the least signs of the hay fever, running nose, itchy eyes, etc. but we have a lot of allergies in our family history including some weird food allergies - nuts, mushrooms. Anyway, our next trip is to an endocrinologist to check out the body chemistry. But so far, no more sugar coated cereals and no more seizures either. Every day that goes by without one makes me heave a sigh of relief. Thanks again.","['newsgroups', 'path', 'uunet', 'hsdndev', 'spdcc', 'dyer', 'dyer', 'steve', 'dyer', 'organization', 'dyer', 'computer', 'consulting', 'cambridge', 'reference', 'date', 'sat', 'apr', 'gmt', 'line', 'remember', 'hearing', 'year', 'back', 'new', 'therapy', 'hyperactivity', 'involved', 'aggressively', 'eliminating', 'artificial', 'coloring', 'flavoring', 'diet', 'theory', 'backed', 'interesting', 'anecdotal', 'result', 'certain', 'people', 'way', 'sensitive', 'chemical', 'people', 'remember', 'connection', 'made', 'seizure', 'certainly', 'could', 'hurt', 'try', 'diet', 'yeah', 'feingold', 'diet', 'load', 'crap', 'child', 'diagnosed', 'add', 'placed', 'diet', 'show', 'improvement', 'intellectual', 'social', 'skill', 'fact', 'continue', 'decline', 'course', 'parent', 'enthusiastic', 'approach', 'lap', 'expense', 'child', 'development', 'much', 'value', 'interesting', 'anecdotal', 'result', 'people', 'believe', 'anything', 'want', 'steve', 'dyer', 'dyer', 'aka', 'ima', 'harvard', 'rayssd', 'linus', 'spdcc', 'dyer', 'thanks', 'interest', 'problem', 'mine', 'think', 'reaction', 'sugar', 'junk', 'food', 'per', 'since', 'kathryn', 'never', 'shown', 'sign', 'hyperactivity', 'change', 'behavior', 'response', 'food', 'always', 'calm', 'dare', 'say', 'neat', 'smart', 'kid', 'fact', 'happened', 'eating', 'two', 'sugar', 'coated', 'cereal', 'made', 'kellog', 'make', 'think', 'might', 'allergic', 'reaction', 'something', 'coating', 'cereal', 'four', 'immediate', 'family', 'kathryn', 'show', 'least', 'sign', 'hay', 'fever', 'running', 'nose', 'itchy', 'eye', 'etc', 'lot', 'allergy', 'family', 'history', 'including', 'weird', 'food', 'allergy', 'nut', 'mushroom', 'anyway', 'next', 'trip', 'endocrinologist', 'check', 'body', 'chemistry', 'far', 'sugar', 'coated', 'cereal', 'seizure', 'either', 'every', 'day', 'go', 'without', 'one', 'make', 'heave', 'sigh', 'relief', 'thanks']",newsgroups path uunet hsdndev spdcc dyer dyer steve dyer organization dyer computer consulting cambridge reference date sat apr gmt line remember hearing year back new therapy hyperactivity involved aggressively eliminating artificial coloring flavoring diet theory backed interesting anecdotal result certain people way sensitive chemical people remember connection made seizure certainly could hurt try diet yeah feingold diet load crap child diagnosed add placed diet show improvement intellectual social skill fact continue decline course parent enthusiastic approach lap expense child development much value interesting anecdotal result people believe anything want steve dyer dyer aka ima harvard rayssd linus spdcc dyer thanks interest problem mine think reaction sugar junk food per since kathryn never shown sign hyperactivity change behavior response food always calm dare say neat smart kid fact happened eating two sugar coated cereal made kellog make think might allergic reaction something coating cereal four immediate family kathryn show least sign hay fever running nose itchy eye etc lot allergy family history including weird food allergy nut mushroom anyway next trip endocrinologist check body chemistry far sugar coated cereal seizure either every day go without one make heave sigh relief thanks,newsgroups path uunet hsdndev spdcc dyer dyer steve dyer organization dyer computer consulting cambridge reference date sat apr gmt line remember hearing year back new therapy hyperactivity involved aggressively eliminating artificial coloring flavoring diet theory backed interesting anecdotal result certain people way sensitive chemical people remember connection made seizure certainly could hurt try diet yeah feingold diet load crap child diagnosed add placed diet show improvement intellectual social skill fact continue decline course parent enthusiastic approach lap expense child development much value interesting anecdotal result people believe anything want steve dyer dyer aka ima harvard rayssd linus spdcc dyer thanks interest problem mine think reaction sugar junk food per since kathryn never shown sign hyperactivity change behavior response food always calm dare say neat smart kid fact happened eating two sugar coated cereal made kellog make think might allergic reaction something coating cereal four immediate family kathryn show least sign hay fever running nose itchy eye etc lot allergy family history including weird food allergy nut mushroom anyway next trip endocrinologist check body chemistry far sugar coated cereal seizure either every day go without one make heave sigh relief thanks,7
"


Including all the ones who think that they countersteer all the way
through a corner??


Agreed!


This is really the only thing we disagree on. Maybe we should agree to
disagree?? I still think  that telling newbies to steer left to turn
to the right is unnecessarily confusing, when they'll do it anyway if they
just get on the bike and ride the damn thing.




Me too!!

:-)




Jeez, Ed, when you started talking about traction management policies I
thought you were making some weird reference to looking after railway
locomotives...

The official line here (though I do have my doubts about it) is that the
front brake is applied first, followed by the rear brake, the idea being
that you avoid locking up the rear after weight transfer takes place. In
practice I suspect most people do what you describe.


If you don't slide the tyre, you have no way of knowing whether you've
achieved maximum braking or not. I'm not suggesting that you should always
aim to brake as hard as you possibly can - but if you want to find the
limits of the machine, you have to go beyond them. ",rec.motorcycles,doc_0175,"Including all the ones who think that they countersteer all the way through a corner?? Agreed! This is really the only thing we disagree on. Maybe we should agree to disagree?? I still think that telling newbies to steer left to turn to the right is unnecessarily confusing, when they'll do it anyway if they just get on the bike and ride the damn thing. Me too!! :-) Jeez, Ed, when you started talking about traction management policies I thought you were making some weird reference to looking after railway locomotives... The official line here (though I do have my doubts about it) is that the front brake is applied first, followed by the rear brake, the idea being that you avoid locking up the rear after weight transfer takes place. In practice I suspect most people do what you describe. If you don't slide the tyre, you have no way of knowing whether you've achieved maximum braking or not. I'm not suggesting that you should always aim to brake as hard as you possibly can - but if you want to find the limits of the machine, you have to go beyond them.","['including', 'one', 'think', 'countersteer', 'way', 'corner', 'agreed', 'really', 'thing', 'disagree', 'maybe', 'agree', 'disagree', 'still', 'think', 'telling', 'newbie', 'steer', 'left', 'turn', 'right', 'unnecessarily', 'confusing', 'anyway', 'get', 'bike', 'ride', 'damn', 'thing', 'jeez', 'started', 'talking', 'traction', 'management', 'policy', 'thought', 'making', 'weird', 'reference', 'looking', 'railway', 'locomotive', 'official', 'line', 'though', 'doubt', 'front', 'brake', 'applied', 'first', 'followed', 'rear', 'brake', 'idea', 'avoid', 'locking', 'rear', 'weight', 'transfer', 'take', 'place', 'practice', 'suspect', 'people', 'describe', 'slide', 'tyre', 'way', 'knowing', 'whether', 'achieved', 'maximum', 'braking', 'suggesting', 'always', 'aim', 'brake', 'hard', 'possibly', 'want', 'find', 'limit', 'machine', 'beyond']",including one think countersteer way corner agreed really thing disagree maybe agree disagree still think telling newbie steer left turn right unnecessarily confusing anyway get bike ride damn thing jeez started talking traction management policy thought making weird reference looking railway locomotive official line though doubt front brake applied first followed rear brake idea avoid locking rear weight transfer take place practice suspect people describe slide tyre way knowing whether achieved maximum braking suggesting always aim brake hard possibly want find limit machine beyond,including one think countersteer way corner agreed really thing disagree maybe agree disagree still think telling newbie steer left turn right unnecessarily confusing anyway get bike ride damn thing jeez started talking traction management policy thought making weird reference looking railway locomotive official line though doubt front brake applied first followed rear brake idea avoid locking rear weight transfer take place practice suspect people describe slide tyre way knowing whether achieved maximum braking suggesting always aim brake hard possibly want find limit machine beyond,7
